999, 21.77630035337966
1099, 20.406250581655478
1199, 18.804950818182366
1300, 17.1304507703059
1400, 16.027300735935324
1500, 14.744201214789536
1600, 12.99840121237789
1700, 12.009201399589468
1800, 11.114301371542146
1900, 10.372301164992862
2000, 9.743351643974794
2100, 8.552801770010216
2200, 7.805051788960823
2300, 6.989252008952723
2400, 6.564003053261686
2500, 5.982156207981518
2600, 5.61175655605007
2700, 5.251553105265636
2800, 4.925452748437776
2900, 4.843102899930805
3000, 4.5318554857017626
3100, 4.518705502963078
3200, 4.532304161046103
3300, 4.43740254224223
3400, 4.490152512640331
3500, 4.273605826780395
3600, 4.046405827170938
3700, 4.241807449269696
3800, 4.241156884833987
3900, 4.289906876881181
4000, 4.440006772646764
4100, 4.429556771790411
4200, 4.429556770962468
4300, 4.402656760776997
4400, 4.551156754045702
4500, 4.5870568233232065
4600, 4.701456822835981
4700, 4.743356822449744
4800, 4.832907510921771
4900, 5.051157444220921
5000, 5.051157445098027
5100, 4.873203382073615
5200, 4.873203383218714
5300, 4.987603383992645
5400, 5.00220339030131
5500, 5.080303391152206
5600, 5.582903379339667
5700, 5.662403379939133
5800, 5.662403380655995
5900, 5.824803381348133
6000, 5.9414033818218694
6100, 6.039853382242403
6200, 5.96930220575644
6300, 5.969302205977169
6400, 5.968752206209995
6500, 6.216802205098597
6600, 6.216802205285753
6700, 6.3488022027028155
6800, 6.348802202851871
6900, 6.549002202985899
